Name,IMO Number,Status,SOx Scrubber 1 Technology Type,SOx Scrubber 1 Retrofit Date,SOx Scrubber Status
Kota Peony,9473731,In Service,Open Loop,11. Jan 20,Fitted
Maersk Essen,9456783,In Service,Open Loop,11. Jan 20,Fitted
Maersk Lima,9526875,In Service,Open Loop,11. Jan 20,Fitted
Paris Express,9447902,In Service,Hybrid,11. Jan 20,Fitted
Patricia Oldendorff,9464584,In Service,Open Loop,10. Jan 20,Fitted
Strength,9418145,In Service,Open Loop,10. Jan 20,Fitted
Vilamoura,9529293,In Service,Open Loop,10. Jan 20,Fitted
Kimolos,9791145,In Service,Open Loop,10. Jan 20,Fitted
Mandal,9732773,In Service,Open Loop,09. Jan 20,Fitted
Cape Splendor,9631333,In Service,Open Loop,09. Jan 20,Fitted
Apollo Dream,9671424,In Service,Open Loop,09. Jan 20,Fitted
Silver Gwen,9683362,In Service,Open Loop,09. Jan 20,Fitted
MSC Maya,9708679,In Service,Hybrid,09. Jan 20,Fitted
Heung-A Janice,9693927,In Service,Open Loop,09. Jan 20,Fitted
Lucky Pioneer,9530228,In Service,Open Loop,09. Jan 20,Fitted
Hyundai Goodwill,9347607,In Service,Open Loop,09. Jan 20,Fitted
MSC Capri,9154220,In Service,Hybrid,08. Jan 20,Fitted
Cape Peregrine,9500754,In Service,Open Loop,08. Jan 20,Fitted
Maersk Londrina,9527037,In Service,Open Loop,08. Jan 20,Fitted
Maran Excellence,9703241,In Service,Open Loop,07. Jan 20,Fitted
CK Angie,9595864,In Service,Open Loop,07. Jan 20,Fitted
Pascal Paoli,9247510,In Service,TBC,07. Jan 20,Fitted
Res Cogitans,9283679,In Service,Open Loop,06. Jan 20,Fitted
Princess Kelly,9495404,In Service,Open Loop,06. Jan 20,Fitted
Paqueta Island,9440930,In Service,Open Loop,06. Jan 20,Fitted
FPMC B 105,9487677,In Service,Open Loop,06. Jan 20,Fitted
The Sheriff,9492311,In Service,Open Loop,06. Jan 20,Fitted
Clipper Vanguard,9789166,In Service,Open Loop,06. Jan 20,Fitted
Stena Impero,9797400,In Service,Open Loop,06. Jan 20,Fitted
Green Aura,9808168,In Service,Open Loop,05. Jan 20,Fitted
Cool Spirit,9765861,In Service,Open Loop,05. Jan 20,Fitted
KSL Seville,9723540,In Service,Open Loop,05. Jan 20,Fitted
STI Broadway,9690846,In Service,Open Loop,05. Jan 20,Fitted
Roadrunner,9438042,In Service,Open Loop,05. Jan 20,Fitted
Samjohn Legacy,9434436,In Service,Open Loop,05. Jan 20,Fitted
Olympic Target,9468853,In Service,Open Loop,05. Jan 20,Fitted
Chemtrans Taurus,9295036,In Service,TBC,05. Jan 20,Fitted
Hyundai Force,9347566,In Service,Open Loop,04. Jan 20,Fitted
Torm Alice,9465966,In Service,Open Loop,04. Jan 20,Fitted
Eurocargo Bari,9471082,In Service,Open Loop,04. Jan 20,Fitted
Gertrude Oldendorff,9727601,In Service,Open Loop,04. Jan 20,Fitted
Maran Hope,9729178,In Service,Open Loop,04. Jan 20,Fitted
Hyundai Paramount,9625542,In Service,Open Loop,03. Jan 20,Fitted
Mediterranean Sea,9451006,In Service,Open Loop,03. Jan 20,Fitted
Zenovia Lady,9389277,In Service,Open Loop,03. Jan 20,Fitted
COSCO Wellington,9484417,In Service,Open Loop,02. Jan 20,Fitted
Charleston,9461506,In Service,Open Loop,02. Jan 20,Fitted
Seaboard Pride,9294513,In Service,Open Loop,02. Jan 20,Fitted
Maersk Mc-Kinney Moller,9619907,In Service,Open Loop,02. Jan 20,Fitted
Maizuru Benten,9554195,In Service,Open Loop,02. Jan 20,Fitted
Valencia Eagle,9699311,In Service,Open Loop,02. Jan 20,Fitted
Maran Loyalty,9724659,In Service,Open Loop,02. Jan 20,Fitted
Olympic Fighter,9745263,In Service,Open Loop,02. Jan 20,Fitted
Gargantua,9712682,In Service,Open Loop,01. Jan 20,Fitted
CMA CGM Benjamin Franklin,9706891,In Service,Hybrid,01. Jan 20,Fitted
Shark Island,9520924,In Service,Open Loop,31. Dec 19,Fitted
Maersk Edirne,9502867,In Service,Open Loop,31. Dec 19,Fitted
Belgravia,9443592,In Service,Open Loop,31. Dec 19,Fitted
Super Tomiyasu,9621778,In Service,Open Loop,31. Dec 19,Fitted
Marseille Maersk,9778844,In Service,Open Loop,31. Dec 19,Fitted
Goodwyn Island,9802308,In Service,Open Loop,31. Dec 19,Fitted
Pan Cosmos,9748693,In Service,Open Loop,30. Dec 19,Fitted
COSCO Izmir,9484508,In Service,Open Loop,30. Dec 19,Fitted
MSC Positano,9154191,In Service,Hybrid,30. Dec 19,Fitted
Kyowa Rose,9464132,In Service,TBC,29. Dec 19,Fitted
APL Vanda,9631993,In Service,Hybrid,29. Dec 19,Fitted
MSC Maxine,9720287,In Service,Open Loop,29. Dec 19,Fitted
CSCL Pacific Ocean,9695133,In Service,TBC,28. Dec 19,Fitted
Stena Impression,9667461,In Service,Open Loop,28. Dec 19,Fitted
Thalassini Agatha,9479204,In Service,Open Loop,28. Dec 19,Fitted
Cape Peony,9425447,In Service,Open Loop,28. Dec 19,Fitted
MN Pelican,9170999,In Service,Hybrid,28. Dec 19,Fitted
Krishna 1,9271585,In Service,Open Loop,28. Dec 19,Fitted
Evelyn Maersk,9321512,In Service,Open Loop,28. Dec 19,Fitted
Ever Salute,9300477,In Service,Open Loop,27. Dec 19,Fitted
Saffet Bey,8417118,In Service,Open Loop,27. Dec 19,Fitted
Torm Atlantic,9433509,In Service,Open Loop,27. Dec 19,Fitted
BF Giant,9442172,In Service,Open Loop,27. Dec 19,Fitted
Princess Erin,9494149,In Service,Open Loop,27. Dec 19,Fitted
STI Milwaukee,9686974,In Service,Open Loop,27. Dec 19,Fitted
Star Fighter,9642198,In Service,Open Loop,26. Dec 19,Fitted
Leo Green,9776341,In Service,Open Loop,26. Dec 19,Fitted
Captain J. Papadakis,9522635,In Service,Open Loop,26. Dec 19,Fitted
MSC Carla III,9124512,In Service,Hybrid,26. Dec 19,Fitted
Gold Star,9325178,In Service,Open Loop,26. Dec 19,Fitted
Twinkle Star,9363780,In Service,Open Loop,26. Dec 19,Fitted
Genco Constantine,9361251,In Service,Open Loop,25. Dec 19,Fitted
CMA CGM Francoise Sagan,9356696,In Service,Open Loop,25. Dec 19,Fitted
Brasil Maru,9321275,In Service,Open Loop,25. Dec 19,Fitted
Spring Sweetbrier,9374143,In Service,Open Loop,25. Dec 19,Fitted
Ultra Diversity,9790854,In Service,Open Loop,25. Dec 19,Fitted
Pancon Champion,9802023,In Service,Open Loop,25. Dec 19,Fitted
Kota Satria,9645487,In Service,Open Loop,25. Dec 19,Fitted
Fujian Express,9539975,In Service,Open Loop,24. Dec 19,Fitted
Almi Navigator,9579561,In Service,Open Loop,24. Dec 19,Fitted
Sao Diana,9822255,In Service,Open Loop,24. Dec 19,Fitted
NSU Responsibility,9738856,In Service,Open Loop,24. Dec 19,Fitted
NSU Inspire,9438913,In Service,Open Loop,24. Dec 19,Fitted
C. Spirit,9643269,In Service,Open Loop,24. Dec 19,Fitted
Cape Aster,9538749,In Service,Open Loop,24. Dec 19,Fitted
Swan Lake,9442017,In Service,Open Loop,24. Dec 19,Fitted
Cymona Star,9309485,In Service,Open Loop,24. Dec 19,Fitted
Ginga Puma,9343780,In Service,Hybrid,24. Dec 19,Fitted
MSC Veracruz,9287924,In Service,Open Loop,24. Dec 19,Fitted
Star Nina,9354832,In Service,Open Loop,23. Dec 19,Fitted
Ebba Maersk,9321524,In Service,Open Loop,23. Dec 19,Fitted
Kota Cantik,9494591,In Service,Open Loop,23. Dec 19,Fitted
Maran Brilliance,9721035,In Service,Open Loop,23. Dec 19,Fitted
Bayraq,9829643,In Service,Open Loop,23. Dec 19,Fitted
Pacific Excellence,9807009,In Service,Open Loop,23. Dec 19,Fitted
Racha Bhum,9236561,In Service,Open Loop,23. Dec 19,Fitted
Ever Board,9790050,In Service,Open Loop,22. Dec 19,Fitted
STI Yorkville,9688350,In Service,Open Loop,22. Dec 19,Fitted
Aiantas,9729879,In Service,Open Loop,22. Dec 19,Fitted
Gem No. 2,9735373,In Service,Open Loop,22. Dec 19,Fitted
FPMC B Guard,9445265,In Service,Open Loop,22. Dec 19,Fitted
MBS Baluran,9347920,In Service,TBC,22. Dec 19,Fitted
Shibumi,9408085,In Service,Open Loop,21. Dec 19,Fitted
Maran Trust,9434400,In Service,Open Loop,21. Dec 19,Fitted
Tango,9454486,In Service,Open Loop,21. Dec 19,Fitted
Anglo Red,9660578,In Service,Open Loop,21. Dec 19,Fitted
Morning Pride,9681431,In Service,Hybrid,21. Dec 19,Fitted
Grande Cotonou,9672105,In Service,Open Loop,21. Dec 19,Fitted
Star Southport,9575228,In Service,Open Loop,21. Dec 19,Fitted
Pan Mutiara,9621390,In Service,TBC,21. Dec 19,Fitted
Clipper Freeport,9789154,In Service,Open Loop,21. Dec 19,Fitted
New Renown,9759604,In Service,Open Loop,21. Dec 19,Fitted
Aquavita Trust,9826445,In Service,Open Loop,21. Dec 19,Fitted
CMA CGM Louis Bleriot,9776432,In Service,Hybrid,20. Dec 19,Fitted
Pacific Auspice,9807061,In Service,Open Loop,20. Dec 19,Fitted
White Moon,9588158,In Service,Open Loop,20. Dec 19,Fitted
Sea Indonesia,9575474,In Service,Open Loop,20. Dec 19,Fitted
Morten Maersk,9632105,In Service,Open Loop,20. Dec 19,Fitted
Saraswati,9383869,In Service,Open Loop,20. Dec 19,Fitted
Monte 1,9297553,In Service,Open Loop,20. Dec 19,Fitted
Pergamos,9343833,In Service,Open Loop,20. Dec 19,Fitted
Finnanger,9387712,In Service,Open Loop,20. Dec 19,Fitted
Dynamogracht,9420849,In Service,Open Loop,20. Dec 19,Fitted
No.6 Ocean Pioneer,9409522,In Service,Open Loop,20. Dec 19,Fitted
SJ Colombo,9478511,In Service,Open Loop,20. Dec 19,Fitted
COSCO Piraeus,9484364,In Service,Open Loop,20. Dec 19,Fitted
FPMC 28,9528378,In Service,Open Loop,20. Dec 19,Fitted
MSC Elbe III,9236688,In Service,Hybrid,19. Dec 19,Fitted
Cape Neptune,9593074,In Service,Open Loop,19. Dec 19,Fitted
Cresques,9702039,In Service,Hybrid,19. Dec 19,Fitted
Huahine,9587257,In Service,Open Loop,18. Dec 19,Fitted
MSC Ajaccio,9605267,In Service,Open Loop,18. Dec 19,Fitted
Kota Puri,9793959,In Service,Open Loop,18. Dec 19,Fitted
Arabela,9253313,In Service,Open Loop,18. Dec 19,Fitted
FPMC 30,9581679,In Service,Open Loop,18. Dec 19,Fitted
Liberty Island,9520986,In Service,Open Loop,17. Dec 19,Fitted
Marina,9309497,In Service,Open Loop,17. Dec 19,Fitted
MSC Altamira,9619426,In Service,Hybrid,17. Dec 19,Fitted
Cap San Maleas,9633941,In Service,Open Loop,17. Dec 19,Fitted
Wooyang Ares,9826433,In Service,Open Loop,17. Dec 19,Fitted
Negonego,9587245,In Service,Open Loop,16. Dec 19,Fitted
Ken Shin,9711729,In Service,Open Loop,16. Dec 19,Fitted
Ionic Althea,9728435,In Service,Open Loop,16. Dec 19,Fitted
Leone Fortune,9329459,In Service,Open Loop,16. Dec 19,Fitted
Afkada,9311531,In Service,Open Loop,16. Dec 19,Fitted
Squireship,9391646,In Service,Open Loop,16. Dec 19,Fitted
Rik Oldendorff,9463657,In Service,Open Loop,15. Dec 19,Fitted
Dardanelles Seaways,9322437,In Service,Hybrid,15. Dec 19,Fitted
Linken,9733351,In Service,Open Loop,15. Dec 19,Fitted
Star Lutas,9712709,In Service,Open Loop,15. Dec 19,Fitted
Cape Reliance,9621326,In Service,Open Loop,15. Dec 19,Fitted
Hyundai Privilege,9625554,In Service,Open Loop,15. Dec 19,Fitted
Harvest Time,9643881,In Service,Open Loop,14. Dec 19,Fitted
Kellett Island,9707625,In Service,Open Loop,14. Dec 19,Fitted
Propel Wealth,9736353,In Service,Open Loop,14. Dec 19,Fitted
Faneromeni,9343857,In Service,Open Loop,14. Dec 19,Fitted
Gunvor Maersk,9302891,In Service,Open Loop,14. Dec 19,Fitted
Hyundai Courage,9347542,In Service,Open Loop,14. Dec 19,Fitted
Cornelie Oldendorff,9498846,In Service,Open Loop,13. Dec 19,Fitted
Johny,9537903,In Service,Open Loop,13. Dec 19,Fitted
Edison,9463011,In Service,Open Loop,13. Dec 19,Fitted
MSC Langsar,9439735,In Service,Open Loop,12. Dec 19,Fitted
Maersk Edmonton,9458030,In Service,Open Loop,12. Dec 19,Fitted
Olina,9282479,In Service,Open Loop,12. Dec 19,Fitted
Nord Copper,9805647,In Service,Open Loop,12. Dec 19,Fitted
Red Nova,9602643,In Service,Open Loop,12. Dec 19,Fitted
NSU Quest,9713454,In Service,Open Loop,12. Dec 19,Fitted
Carole M,9732797,In Service,Open Loop,12. Dec 19,Fitted
Bahri Ghadah,9799795,In Service,Open Loop,11. Dec 19,Fitted
Lemessos Napa,9741293,In Service,Open Loop,11. Dec 19,Fitted
Star Bright,9507788,In Service,Open Loop,11. Dec 19,Fitted
AS Sabrina,9387463,In Service,Open Loop,10. Dec 19,Fitted
Elbwinter,9398773,In Service,Open Loop,10. Dec 19,Fitted
NSU Katsura,9379260,In Service,Open Loop,10. Dec 19,Fitted
Alden,9733363,In Service,Open Loop,10. Dec 19,Fitted
Good Horizon,9767089,In Service,Open Loop,10. Dec 19,Fitted
MSC Jeongmin,9720471,In Service,Hybrid,10. Dec 19,Fitted
Kota Salam,9645475,In Service,Open Loop,10. Dec 19,Fitted
Torm Durga,9682382,In Service,Open Loop,10. Dec 19,Fitted
CMA CGM Vasco De Gama,9706889,In Service,Hybrid,09. Dec 19,Fitted
Berge Blanc,9531882,In Service,Open Loop,09. Dec 19,Fitted
Star Mystic,9575204,In Service,Open Loop,09. Dec 19,Fitted
Kota Lembah,9622318,In Service,Open Loop,09. Dec 19,Fitted
Hyundai Integral,9347592,In Service,Open Loop,08. Dec 19,Fitted
Hyundai Brave,9346304,In Service,Open Loop,08. Dec 19,Fitted
Lady Elise,9258595,In Service,Open Loop,08. Dec 19,Fitted
Samos,9408190,In Service,Open Loop,08. Dec 19,Fitted
Maersk Leticia,9526916,In Service,Open Loop,08. Dec 19,Fitted
Navig8 Honor,9556181,In Service,Open Loop,08. Dec 19,Fitted
Torm Astrid,9510682,In Service,Open Loop,08. Dec 19,Fitted
MSC Nitya B,9778117,In Service,Hybrid,08. Dec 19,Fitted
MSC Viviana,9777216,In Service,Hybrid,08. Dec 19,Fitted
Berge Matterhorn,9578610,In Service,Open Loop,07. Dec 19,Fitted
Macheras,9698850,In Service,Open Loop,07. Dec 19,Fitted
Indigo Luffy,9609249,In Service,Open Loop,07. Dec 19,Fitted
Star Goal,9418731,In Service,Open Loop,07. Dec 19,Fitted
C. Dignity,9421984,In Service,Open Loop,06. Dec 19,Fitted
New York Express,9501332,In Service,Open Loop,06. Dec 19,Fitted
Maersk Edinburgh,9456757,In Service,Open Loop,06. Dec 19,Fitted
Genco London,9430038,In Service,Open Loop,06. Dec 19,Fitted
KSL Santos,9719939,In Service,Open Loop,06. Dec 19,Fitted
The Amigo,9492309,In Service,Open Loop,06. Dec 19,Fitted
Nireas,9611905,In Service,Open Loop,06. Dec 19,Fitted
Ever Gifted,9786827,In Service,Open Loop,05. Dec 19,Fitted
Ever Steady,9300439,In Service,Open Loop,05. Dec 19,Fitted
MSC Aube F,9360283,In Service,Open Loop,05. Dec 19,Fitted
Great Jacombo,9319703,In Service,Open Loop,04. Dec 19,Fitted
Chronostar,9290957,In Service,Open Loop,04. Dec 19,Fitted
COSCO Santos,9484376,In Service,Open Loop,04. Dec 19,Fitted
Cape Esperanza,9749881,In Service,Open Loop,04. Dec 19,Fitted
PAC Suhail,9598945,In Service,Open Loop,04. Dec 19,Fitted
Golden Anastasia,9696046,In Service,Open Loop,04. Dec 19,Fitted
New London Eagle,9754991,In Service,Open Loop,03. Dec 19,Fitted
SV Adelaide,9529504,In Service,Open Loop,03. Dec 19,Fitted
Levantine Sea,9815616,In Service,Open Loop,03. Dec 19,Fitted
HG Sagunto,9747687,In Service,Open Loop,03. Dec 19,Fitted
Tampa Triumph,9737462,In Service,Open Loop,03. Dec 19,Fitted
Xena,9360958,In Service,Open Loop,03. Dec 19,Fitted
Star Emily,9284908,In Service,Open Loop,02. Dec 19,Fitted
Builder,9589255,In Service,Open Loop,02. Dec 19,Fitted
Hyundai Prestige,9625528,In Service,Open Loop,02. Dec 19,Fitted
Stellar Young,9700172,In Service,Open Loop,02. Dec 19,Fitted
Solar Dolphin,9700184,In Service,Open Loop,02. Dec 19,Fitted
Torm Dulce,9682394,In Service,Open Loop,02. Dec 19,Fitted
Anglo Barinthus,9660566,In Service,Open Loop,02. Dec 19,Fitted
STI St. Charles,9681144,In Service,Open Loop,01. Dec 19,Fitted
Olive Bay,9718624,In Service,Open Loop,01. Dec 19,Fitted
Raffles Harmony,9607734,In Service,Open Loop,01. Dec 19,Fitted
Samjohn Vision,9612076,In Service,Open Loop,01. Dec 19,Fitted
Saronic Trader,9453535,In Service,Open Loop,01. Dec 19,Fitted
Ramform Hyperion,9676890,In Service,TBC,01. Dec 19,Fitted
Maran Mariner,9439072,In Service,Open Loop,30. Nov 19,Fitted
GH Helm,9438781,In Service,Open Loop,30. Nov 19,Fitted
Gerdt Oldendorff,9681950,In Service,Open Loop,30. Nov 19,Fitted
Magnus Oldendorff,9648893,In Service,Open Loop,30. Nov 19,Fitted
Olympic Friendship,9745251,In Service,Open Loop,30. Nov 19,Fitted
MSC Anna,9777204,In Service,Hybrid,29. Nov 19,Fitted
Ehime Queen,9767522,In Service,Open Loop,29. Nov 19,Fitted
STI Mayfair,9686730,In Service,Open Loop,29. Nov 19,Fitted
Pacific Merchants,9532604,In Service,Open Loop,29. Nov 19,Fitted
Maersk Enshi,9502946,In Service,Open Loop,29. Nov 19,Fitted
Egret Bulker,9441295,In Service,Open Loop,29. Nov 19,Fitted
Berra,9308821,In Service,Open Loop,29. Nov 19,Fitted
Eurocargo Palermo,9465538,In Service,Open Loop,28. Nov 19,Fitted
P. Aliki,9460136,In Service,Open Loop,28. Nov 19,Fitted
Torm Agnete,9466013,In Service,Open Loop,28. Nov 19,Fitted
Matisse,9677375,In Service,Open Loop,28. Nov 19,Fitted
Tahiti,9600877,In Service,Open Loop,28. Nov 19,Fitted
Fei Peng,9610286,In Service,Open Loop,27. Nov 19,Fitted
Kydonia,9588615,In Service,Open Loop,27. Nov 19,Fitted
Asterion,9729908,In Service,Open Loop,27. Nov 19,Fitted
STI Sanctity,9719707,In Service,Open Loop,27. Nov 19,Fitted
Platytera,9380099,In Service,TBC,27. Nov 19,Fitted
Elizabeth River,9290892,In Service,TBC,27. Nov 19,Fitted
Kattegat,9432866,In Service,TBC,26. Nov 19,Fitted
COSCO Valencia,9484390,In Service,Open Loop,26. Nov 19,Fitted
Pedhoulas Rose,9738038,In Service,Open Loop,26. Nov 19,Fitted
MSC Elma,9735218,In Service,Hybrid,26. Nov 19,Fitted
Ever Lawful,9595498,In Service,Open Loop,26. Nov 19,Fitted
Corona Wisdom,9816579,In Service,Open Loop,26. Nov 19,Fitted
Star Hamburg,9698587,In Service,Open Loop,25. Nov 19,Fitted
Kota Lawa,9439709,In Service,Open Loop,25. Nov 19,Fitted
Premiership,9398747,In Service,Open Loop,25. Nov 19,Fitted
Captain Petros H.,9426415,In Service,Open Loop,24. Nov 19,Fitted
Shin Sanyo Maru,9343508,In Service,Open Loop,24. Nov 19,Fitted
Chuetsu Spirit,9344057,In Service,Open Loop,24. Nov 19,Fitted
Nootka Island,9705299,In Service,Open Loop,24. Nov 19,Fitted
Magic Chemist,9707261,In Service,Open Loop,24. Nov 19,Fitted
Morandi,9627837,In Service,Open Loop,24. Nov 19,Fitted
Shandong Da Zhi,9593957,In Service,Open Loop,23. Nov 19,Fitted
Patroklos,9729893,In Service,Open Loop,23. Nov 19,Fitted
Pacific Warrior,9532525,In Service,Open Loop,23. Nov 19,Fitted
Petalidi,9529475,In Service,Open Loop,22. Nov 19,Fitted
HMM Vancouver,9463085,In Service,Open Loop,22. Nov 19,Fitted
AS Samanta,9410260,In Service,Open Loop,22. Nov 19,Fitted
Aris T,9343895,In Service,Open Loop,22. Nov 19,Fitted
Berge Nyangani,9558294,In Service,Open Loop,22. Nov 19,Fitted
Iberian Sea,9815604,In Service,Open Loop,22. Nov 19,Fitted
BH Assemble,9727065,In Service,Open Loop,22. Nov 19,Fitted
Zourva,9679593,In Service,Open Loop,21. Nov 19,Fitted
Ore Tangshan,9815202,In Service,Open Loop,21. Nov 19,Fitted
Madison Maersk,9619945,In Service,Open Loop,21. Nov 19,Fitted
Kota Segar,9681235,In Service,Open Loop,21. Nov 19,Fitted
Dove,9297541,In Service,Open Loop,21. Nov 19,Fitted
Proteas,9453509,In Service,Open Loop,21. Nov 19,Fitted
Meredith Victory,9455959,In Service,Open Loop,21. Nov 19,Fitted
COSCO Sao Paulo,9484388,In Service,Open Loop,21. Nov 19,Fitted
Neptune Iliad,9440100,In Service,Open Loop,20. Nov 19,Fitted
Lake Taupo,9289908,In Service,Open Loop,20. Nov 19,Fitted
SFL Lion,9664770,In Service,Open Loop,20. Nov 19,Fitted
MSC Antonella,9702273,In Service,Hybrid,20. Nov 19,Fitted
Bacon,9639517,In Service,Open Loop,20. Nov 19,Fitted
Juno Horizon,9759989,In Service,Open Loop,20. Nov 19,Fitted
Judd,9639476,In Service,Open Loop,20. Nov 19,Fitted
MSC Chloe,9720483,In Service,Hybrid,19. Nov 19,Fitted
Honey Badger,9711315,In Service,Open Loop,19. Nov 19,Fitted
Star Virginia,9698874,In Service,Open Loop,19. Nov 19,Fitted
Adriatic Gas,9662021,In Service,Open Loop,19. Nov 19,Fitted
Star Astrid,9582453,In Service,Open Loop,19. Nov 19,Fitted
Genco Augustus,9361249,In Service,Open Loop,19. Nov 19,Fitted
Star Petrel,9441398,In Service,Open Loop,19. Nov 19,Fitted
Heung-A Young,9695298,In Service,Open Loop,18. Nov 19,Fitted
Olympic Lady,9731169,In Service,Open Loop,18. Nov 19,Fitted
Hafnia Triton,9800336,In Service,Open Loop,18. Nov 19,Fitted
Grande Luanda,9724738,In Service,Open Loop,17. Nov 19,Fitted
Eneos Spirit,9662887,In Service,Open Loop,17. Nov 19,Fitted
Jag Amaira,9711925,In Service,Open Loop,17. Nov 19,Fitted
Star Lyra,9444039,In Service,Open Loop,17. Nov 19,Fitted
Madrid Express,9447847,In Service,Hybrid,17. Nov 19,Fitted
Redmer Oldendorff,9463669,In Service,Open Loop,17. Nov 19,Fitted
Ever Strong,9300441,In Service,Open Loop,17. Nov 19,Fitted
AF Claudia,9243435,In Service,TBC,16. Nov 19,Fitted
Evrydiki,9448023,In Service,Open Loop,16. Nov 19,Fitted
Star Suzanna,9650872,In Service,Open Loop,16. Nov 19,Fitted
Cap San Artemissio,9633939,In Service,Open Loop,16. Nov 19,Fitted
Oak Bay,9652557,In Service,Open Loop,16. Nov 19,Fitted
The Chief,9492361,In Service,Open Loop,16. Nov 19,Fitted
STI Solace,9708588,In Service,Open Loop,16. Nov 19,Fitted
Constellation,9734680,In Service,Hybrid,16. Nov 19,Fitted
Kota Pelangi,9786748,In Service,Open Loop,16. Nov 19,Fitted
Hafnia Thalassa,9800324,In Service,Open Loop,15. Nov 19,Fitted
Solar Icon,9569803,In Service,Open Loop,15. Nov 19,Fitted
APL Changi,9631981,In Service,Hybrid,15. Nov 19,Fitted
Maersk Amazon,9398395,In Service,Open Loop,15. Nov 19,Fitted
Floretgracht,9507611,In Service,Open Loop,15. Nov 19,Fitted
Torm Alexandra,9466001,In Service,Open Loop,14. Nov 19,Fitted
Gas Summit,9693549,In Service,Open Loop,14. Nov 19,Fitted
STI Park,9690793,In Service,Open Loop,14. Nov 19,Fitted
Nearchos,9852030,In Service,Open Loop,14. Nov 19,Fitted
STI Alexis,9696694,In Service,Open Loop,13. Nov 19,Fitted
Star Canary,9441271,In Service,Open Loop,13. Nov 19,Fitted
Seaway Albatross,9032496,In Service,TBC,12. Nov 19,Fitted
Folegandros,9793753,In Service,Open Loop,12. Nov 19,Fitted
Ever Brace,9784116,In Service,Open Loop,12. Nov 19,Fitted
Samjohn Odyssey,9745940,In Service,Open Loop,11. Nov 19,Fitted
Star Calypso,9634842,In Service,Open Loop,11. Nov 19,Fitted
Kota Sahabat,9645463,In Service,Open Loop,11. Nov 19,Fitted
Dongjin Venus,9615339,In Service,Open Loop,11. Nov 19,Fitted
Osaka Express,9320697,In Service,TBC,11. Nov 19,Fitted
Idomeneas,9448035,In Service,Open Loop,11. Nov 19,Fitted
Queen B II,9430090,In Service,Open Loop,10. Nov 19,Fitted
Maran Poseidon,9402926,In Service,Open Loop,10. Nov 19,Fitted
Ross Sea,9457593,In Service,Open Loop,10. Nov 19,Fitted
Knossos Palace,9220330,In Service,TBC,10. Nov 19,Fitted
Dylan,9282510,In Service,Open Loop,10. Nov 19,Fitted
Stena Imperative,9666077,In Service,Open Loop,10. Nov 19,Fitted
Torm Damini,9682370,In Service,Open Loop,10. Nov 19,Fitted
Malbec Legend,9732814,In Service,Open Loop,10. Nov 19,Fitted
Gullfjellet,9724439,In Service,Hybrid,09. Nov 19,Fitted
STI Gladiator,9722170,In Service,Open Loop,09. Nov 19,Fitted
Seafighter,9686326,In Service,Open Loop,09. Nov 19,Fitted
OTSL Athena,9347188,In Service,Open Loop,09. Nov 19,Fitted
Patroclus,9413834,In Service,Open Loop,09. Nov 19,Fitted
Sara Sky,9402328,In Service,Open Loop,09. Nov 19,Fitted
Ipanema,9433145,In Service,Open Loop,08. Nov 19,Fitted
Navios Fantastiks,9325013,In Service,Open Loop,08. Nov 19,Fitted
Sven D,9302243,In Service,Open Loop,08. Nov 19,Fitted
STI Battery,9688362,In Service,Open Loop,08. Nov 19,Fitted
Stellar Venture,9700158,In Service,Open Loop,08. Nov 19,Fitted
Munkebo Maersk,9632117,In Service,Open Loop,08. Nov 19,Fitted
Ursus Maritimus,9297345,In Service,Open Loop,07. Nov 19,Fitted
Tubarao Maru,9339961,In Service,Open Loop,07. Nov 19,Fitted
Forza,9458523,In Service,Open Loop,07. Nov 19,Fitted
Erving,9463023,In Service,Open Loop,07. Nov 19,Fitted
AS Savanna,9387451,In Service,TBC,07. Nov 19,Fitted
Ulusoy-15,9506265,In Service,Hybrid,07. Nov 19,Fitted
Strange Attractor,9303065,In Service,Open Loop,06. Nov 19,Fitted
Cape Rainbow,9603398,In Service,Open Loop,06. Nov 19,Fitted
Ever Legend,9604093,In Service,Open Loop,06. Nov 19,Fitted
Eagle Victoria,9739513,In Service,Open Loop,06. Nov 19,Fitted
MSC Branka,9720495,In Service,Open Loop,05. Nov 19,Fitted
Korea Venus,9821847,In Service,Open Loop,05. Nov 19,Fitted
MH Columbia,9805673,In Service,Open Loop,05. Nov 19,Fitted
Crystal Rose,9292228,In Service,Open Loop,05. Nov 19,Fitted
Parapola,9469869,In Service,Open Loop,05. Nov 19,Fitted
CMA CGM Marco Polo,9454436,In Service,Hybrid,05. Nov 19,Fitted
Hakkaisan,9376878,In Service,Open Loop,04. Nov 19,Fitted
MSC Anchorage,9619440,In Service,Hybrid,04. Nov 19,Fitted
Star Gina 2GR,9735177,In Service,Open Loop,04. Nov 19,Fitted
Celsius Middelfart,9733349,In Service,Open Loop,03. Nov 19,Fitted
Malbec Legacy,9732826,In Service,Open Loop,03. Nov 19,Fitted
Ore Shanghai,9815214,In Service,Open Loop,03. Nov 19,Fitted
Rowayton Eagle,9575216,In Service,Open Loop,03. Nov 19,Fitted
Conti Contessa,9293806,In Service,TBC,03. Nov 19,Fitted
MSC Lucia III,9286774,In Service,Open Loop,02. Nov 19,Fitted
Birte Oldendorff,9448047,In Service,Open Loop,02. Nov 19,Fitted
